section,subcategory,rank,name,count,pct_of_builds,move_type,move_category,notes
TOP_MOVES_BY_MOVE_TYPE,Fairy,8,Spirit Break,33,0.20,Fairy,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,9,Fleur Cannon,25,0.15,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,10,Alluring Voice,20,0.12,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,11,Geomancy,14,0.08,Fairy,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,12,Strange Steam,9,0.05,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,13,Misty Explosion,8,0.05,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,14,Magical Torque,6,0.04,Fairy,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,15,Sweet Kiss,3,0.02,Fairy,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,16,Baby-Doll Eyes,2,0.01,Fairy,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,17,Fairy Lock,2,0.01,Fairy,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,18,Light of Ruin,2,0.01,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,19,Decorate,2,0.01,Fairy,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fairy,20,Sparkly Swirl,1,0.01,Fairy,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,1,Close Combat,1122,6.70,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,2,Focus Blast,873,5.21,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,3,Superpower,688,4.11,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,4,Drain Punch,376,2.25,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,5,Body Press,309,1.85,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,6,Low Kick,289,1.73,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,7,Bulk Up,282,1.68,Fighting,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,8,Hidden Power Fighting,191,1.14,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,9,High Jump Kick,175,1.05,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,10,Mach Punch,163,0.97,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,11,Seismic Toss,156,0.93,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,12,Aura Sphere,146,0.87,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,13,Brick Break,145,0.87,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,14,Counter,136,0.81,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,15,Sacred Sword,94,0.56,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,16,Secret Sword,76,0.45,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,17,Vacuum Wave,70,0.42,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,18,Focus Punch,62,0.37,Fighting,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,19,Detect,60,0.36,Fighting,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fighting,20,Final Gambit,58,0.35,Fighting,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,1,Will-O-Wisp,858,5.12,Fire,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,2,Fire Blast,843,5.03,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,3,Flamethrower,815,4.87,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,4,Hidden Power Fire,551,3.29,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,5,Flare Blitz,391,2.34,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,6,Heat Wave,348,2.08,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,7,Fire Punch,343,2.05,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,8,Overheat,328,1.96,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,9,Lava Plume,117,0.70,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,10,V-create,114,0.68,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,11,Mystical Fire,111,0.66,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,12,Flame Charge,105,0.63,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,13,Sunny Day,100,0.60,Fire,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,14,Sacred Fire,100,0.60,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,15,Fire Fang,96,0.57,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,16,Magma Storm,66,0.39,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,17,Eruption,65,0.39,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,18,Blue Flare,46,0.27,Fire,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,19,Heat Crash,39,0.23,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Fire,20,Pyro Ball,36,0.22,Fire,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,1,Roost,1207,7.21,Flying,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,2,Defog,609,3.64,Flying,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,3,Brave Bird,377,2.25,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,4,Hurricane,321,1.92,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,5,Air Slash,263,1.57,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,6,Tailwind,226,1.35,Flying,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,7,Acrobatics,142,0.85,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,8,Aerial Ace,76,0.45,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,9,Dual Wingbeat,67,0.40,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,10,Dragon Ascent,59,0.35,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,11,Fly,39,0.23,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,12,Bounce,36,0.22,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,13,Hidden Power Flying,33,0.20,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,14,Oblivion Wing,33,0.20,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,15,Drill Peck,30,0.18,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,16,Bleakwind Storm,24,0.14,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,17,Aeroblast,17,0.10,Flying,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,18,Beak Blast,13,0.08,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,19,Pluck,12,0.07,Flying,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Flying,20,Feather Dance,9,0.05,Flying,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,1,Shadow Ball,936,5.59,Ghost,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,2,Shadow Sneak,247,1.48,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,3,Curse,163,0.97,Ghost,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,4,Destiny Bond,159,0.95,Ghost,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,5,Shadow Claw,155,0.93,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,6,Hex,137,0.82,Ghost,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,7,Poltergeist,88,0.53,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,8,Night Shade,63,0.38,Ghost,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,9,Spectral Thief,57,0.34,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,10,Moongeist Beam,44,0.26,Ghost,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,11,Phantom Force,34,0.20,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,12,Astral Barrage,34,0.20,Ghost,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,13,Rage Fist,19,0.11,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,14,Spite,18,0.11,Ghost,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,15,Shadow Punch,14,0.08,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,16,Spirit Shackle,14,0.08,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,17,Shadow Bone,13,0.08,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,18,Last Respects,13,0.08,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,19,Shadow Strike,12,0.07,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ghost,20,Shadow Force,10,0.06,Ghost,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,1,Giga Drain,531,3.17,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,2,Grass Knot,385,2.30,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,3,Hidden Power Grass,375,2.24,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,4,Synthesis,325,1.94,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,5,Energy Ball,315,1.88,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,6,Leech Seed,315,1.88,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,7,Leaf Storm,279,1.67,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,8,Sleep Powder,251,1.50,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,9,Power Whip,241,1.44,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,10,Seed Bomb,185,1.10,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,11,Spore,162,0.97,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,12,Wood Hammer,160,0.96,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,13,Solar Beam,156,0.93,Grass,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,14,Leaf Blade,123,0.73,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,15,Strength Sap,112,0.67,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,16,Aromatherapy,105,0.63,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,17,Horn Leech,99,0.59,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,18,Bullet Seed,97,0.58,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,19,Stun Spore,77,0.46,Grass,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Grass,20,Grassy Glide,75,0.45,Grass,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,1,Earthquake,2780,16.60,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,2,Earth Power,926,5.53,Ground,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,3,Spikes,673,4.02,Ground,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,4,Hidden Power Ground,242,1.45,Ground,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,5,High Horsepower,101,0.60,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,6,Precipice Blades,98,0.59,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,7,Stomping Tantrum,98,0.59,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,8,Shore Up,67,0.40,Ground,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,9,Thousand Arrows,63,0.38,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,10,Headlong Rush,63,0.38,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,11,Bulldoze,50,0.30,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,12,Drill Run,48,0.29,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,13,Scorching Sands,34,0.20,Ground,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,14,Mud Shot,21,0.13,Ground,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,15,Bonemerang,19,0.11,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,16,Fissure,19,0.11,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,17,Thousand Waves,18,0.11,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,18,Dig,14,0.08,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,19,Sand Tomb,9,0.05,Ground,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ground,20,Sandsear Storm,8,0.05,Ground,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,1,Ice Beam,1522,9.09,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,2,Hidden Power Ice,645,3.85,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,3,Ice Punch,594,3.55,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,4,Ice Shard,269,1.61,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,5,Icy Wind,194,1.16,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,6,Freeze-Dry,188,1.12,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,7,Haze,169,1.01,Ice,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,8,Blizzard,164,0.98,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,9,Icicle Crash,158,0.94,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,10,Icicle Spear,117,0.70,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,11,Ice Spinner,111,0.66,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,12,Triple Axel,96,0.57,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,13,Ice Fang,91,0.54,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,14,Avalanche,53,0.32,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,15,Glacial Lance,46,0.27,Ice,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,16,Aurora Veil,42,0.25,Ice,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,17,Sheer Cold,32,0.19,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,18,Chilly Reception,18,0.11,Ice,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,19,Glaciate,17,0.10,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Ice,20,Frost Breath,15,0.09,Ice,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,1,Protect,1997,11.93,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,2,Substitute,1598,9.54,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,3,Swords Dance,1440,8.60,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,4,Recover,1066,6.37,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,5,Encore,616,3.68,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,6,Rapid Spin,565,3.37,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,7,Return,528,3.15,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,8,Explosion,351,2.10,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,9,Extreme Speed,348,2.08,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,10,Fake Out,346,2.07,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,11,Sleep Talk,329,1.96,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,12,Tera Blast,305,1.82,Normal,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,13,Roar,287,1.71,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,14,Pain Split,248,1.48,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,15,Double-Edge,242,1.45,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,16,Heal Bell,232,1.39,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,17,Wish,222,1.33,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,18,Facade,196,1.17,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,19,Quick Attack,195,1.16,Normal,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Normal,20,Slack Off,193,1.15,Normal,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,1,Toxic,1784,10.65,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,2,Sludge Bomb,615,3.67,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,3,Poison Jab,302,1.80,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,4,Toxic Spikes,288,1.72,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,5,Gunk Shot,265,1.58,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,6,Sludge Wave,258,1.54,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,7,Clear Smog,65,0.39,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,8,Coil,47,0.28,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,9,Mortal Spin,40,0.24,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,10,Acid Spray,31,0.19,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,11,Acid Armor,27,0.16,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,12,Malignant Chain,27,0.16,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,13,Gastro Acid,26,0.16,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,14,Baneful Bunker,16,0.10,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,15,Dire Claw,15,0.09,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,16,Corrosive Gas,8,0.05,Poison,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,17,Poison Fang,7,0.04,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,18,Poison Sting,6,0.04,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,19,Cross Poison,6,0.04,Poison,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Poison,20,Shell Side Arm,6,0.04,Poison,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,1,Psychic,1012,6.04,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,2,Calm Mind,917,5.48,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,3,Trick,632,3.77,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,4,Rest,576,3.44,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,5,Psyshock,516,3.08,Psychic,Special,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,6,Trick Room,331,1.98,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,7,Zen Headbutt,247,1.48,Psychic,Physical,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,8,Reflect,227,1.36,Psychic,Status,Top 20 moves of this elemental type by slot appearances
TOP_MOVES_BY_MOVE_TYPE,Psychic,9,Light Screen,203,1.21,Psychic,Status,Top 20 moves of this elemental type by slot appearances
