genKey,gens,seed,eid,eventName,trainer,trainerType,city,badges,partyCap,mon,gen,grade,bst,mult,hp,atk,def,spa,spd,spe,total,evTotal,ivAvg,nature,ability,item,gimmick
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Rapidash,1,2,500,1.05,180,126,94,94,105,180,779,504,31,Jolly,Flame Body,Heavy-Duty Boots,STANDARD
gen1,1,1000,37,Gym Trainer 2,Boarder,Ice,6,5,6,Aerodactyl,1,2,515,1.05,162,164,89,75,99,210,799,504,31,Jolly,Unnerve,Focus Sash,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Lapras,1,2,535,1.05,248,110,105,98,169,84,814,504,31,Careful,Water Absorb,Leftovers,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Vaporeon,1,2,525,1.05,248,79,84,136,169,89,805,504,31,Calm,Water Absorb,,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Cloyster,1,2,525,1.05,164,108,267,110,68,94,811,504,31,Bold,Shell Armor,Chople Berry,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Scyther,1,2,500,1.05,185,186,105,70,105,131,782,504,31,Adamant,Swarm,Sitrus Berry,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Gyarados,1,2,540,1.05,178,185,103,84,113,153,816,504,31,Naive,Intimidate,,STANDARD
gen1,1,1000,38,Gym Leader 6,Candice,Ice,6,5,6,Nidoking,1,2,505,1.05,163,114,101,157,99,143,777,504,31,Modest,Sheer Force,,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Electabuzz,1,2,490,1.05,180,96,97,120,139,131,763,508,31,Calm,Static,Assault Vest,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Hypno,1,2,483,1.05,190,87,94,139,141,107,758,508,31,Modest,Insomnia,Leftovers,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Dragonite,1,1,600,1.05,207,161,137,113,156,105,879,508,31,Careful,Inner Focus,,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Vaporeon,1,2,525,1.05,248,79,84,136,169,89,805,504,31,Calm,Water Absorb,,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Flareon,1,2,525,1.05,180,157,100,108,168,89,802,508,31,Careful,Flash Fire,Sitrus Berry,STANDARD
gen1,1,1000,39,Rival,Blue,Mixed,6,6,6,Nidoqueen,1,2,505,1.05,206,165,112,89,110,100,782,504,31,Adamant,Poison Point,,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Golem,1,2,495,1.05,160,172,155,77,77,99,740,392,27.17,Naive,Rock Head,Hard Stone,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Kabutops,1,2,495,1.05,162,181,130,77,94,105,749,368,28.67,Adamant,Swift Swim,Leftovers,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Aerodactyl,1,2,515,1.05,162,156,89,75,97,199,778,400,29,Jolly,Unnerve,Sharp Beak,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Rhydon,1,2,485,1.05,189,197,147,57,66,86,742,368,27.83,Adamant,Lightning Rod,Soft Sand,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Omastar,1,2,495,1.05,174,75,193,140,93,76,751,360,28.83,Bold,Shell Armor,,STANDARD
gen1,1,1000,41,Basic Trainer,Hiker,Rock,6,6,6,Nidoqueen,1,2,505,1.05,196,116,121,88,135,100,756,400,28.33,Impish,Poison Point,,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Kangaskhan,1,2,490,1.05,189,169,105,56,105,149,773,504,31,Adamant,Scrappy,Silk Scarf,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Snorlax,1,2,540,1.05,246,186,95,79,163,52,821,504,31,Adamant,Thick Fat,,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Tauros,1,2,490,1.05,157,159,120,63,85,186,770,504,31,Naive,Sheer Force,Leftovers,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Wigglytuff,1,3,435,1.05,225,85,68,157,73,101,709,504,31,Modest,Competitive,,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Clefable,1,2,483,1.05,212,85,143,120,115,84,759,504,31,Bold,Magic Guard,,STANDARD
gen1,1,1000,42,Elite Trainer,Veteran Whitney,Normal/Fairy,6,6,6,Vaporeon,1,2,525,1.05,215,79,84,186,120,122,806,504,31,Modest,Water Absorb,,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Gyarados,1,2,540,1.08,218,156,139,77,129,122,841,500,31,Impish,Intimidate,Chesto Berry,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Charizard,1,2,534,1.08,165,146,105,125,113,180,834,504,31,Jolly,Blaze,Sharp Beak,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Pidgeot,1,3,479,1.08,205,108,102,87,97,181,780,504,31,Jolly,Keen Eye,Leftovers,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Scyther,1,2,500,1.08,156,174,108,72,108,185,803,504,31,Jolly,Technician,,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Aerodactyl,1,2,515,1.08,167,169,91,77,102,216,822,504,31,Jolly,Rock Head,Sitrus Berry,STANDARD
gen1,1,1000,44,Gym Trainer 1,Pilot,Flying,7,6,6,Nidoqueen,1,2,505,1.08,200,108,115,122,113,143,801,508,31,Timid,Sheer Force,,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Dodrio,1,3,470,1.08,145,192,97,77,86,174,771,504,31,Adamant,Early Bird,Sharp Beak,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Pidgeot,1,3,479,1.08,205,156,102,87,97,130,777,504,31,Adamant,Keen Eye,Sitrus Berry,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Scyther,1,2,500,1.08,156,174,108,72,108,185,803,504,31,Jolly,Technician,Leftovers,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Fearow,1,3,442,1.08,151,153,91,77,87,180,739,504,31,Jolly,Sniper,,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Gyarados,1,2,540,1.08,218,156,152,77,129,112,844,508,31,Impish,Intimidate,Heavy-Duty Boots,STANDARD
gen1,1,1000,45,Gym Trainer 2,Bird Keeper,Flying,7,6,6,Charizard,1,2,534,1.08,198,100,105,140,113,180,836,504,31,Timid,Blaze,,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Gyarados,1,2,540,1.08,183,209,106,77,129,143,847,504,31,Adamant,Moxie,Mystic Water,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Scyther,1,2,500,1.08,156,174,108,72,108,185,803,504,31,Jolly,Technician,,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Charizard,1,2,534,1.08,199,100,105,191,113,129,837,504,31,Modest,Blaze,Rocky Helmet,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Aerodactyl,1,2,515,1.08,201,185,91,77,102,162,818,504,31,Adamant,Rock Head,Leftovers,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Gengar,1,2,500,1.08,180,82,86,216,102,140,806,504,31,Modest,Cursed Body,Sitrus Berry,STANDARD
gen1,1,1000,46,Gym Leader 7,Winona,Flying,7,6,6,Starmie,1,2,520,1.08,180,91,113,129,113,197,823,504,31,Timid,Natural Cure,,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Weezing,1,2,490,1.08,185,106,204,113,97,86,791,504,31,Bold,Neutralizing Gas,Black Sludge,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Vileplume,1,2,490,1.08,196,97,113,192,118,75,791,504,31,Modest,Chlorophyll,Rocky Helmet,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Muk,1,2,500,1.08,228,135,113,82,168,75,801,508,31,Careful,Sticky Hold,,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Gengar,1,2,500,1.08,145,82,86,216,102,174,805,504,31,Modest,Cursed Body,Silk Scarf,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Venomoth,1,3,450,1.08,178,82,86,135,102,164,747,508,31,Timid,Tinted Lens,Leftovers,STANDARD
gen1,1,1000,48,Elite Trainer,Veteran Koga,Poison/Bug,7,7,6,Scyther,1,2,500,1.08,156,174,108,72,108,185,803,504,31,Jolly,Technician,Eviolite,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Golem,1,2,495,1.08,196,204,162,72,91,76,801,508,31,Adamant,Rock Head,,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Aerodactyl,1,2,515,1.08,167,169,91,77,102,216,822,504,31,Jolly,Rock Head,,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Nidoqueen,1,2,505,1.08,211,108,162,105,113,103,802,508,31,Bold,Sheer Force,Black Sludge,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Rhydon,1,2,485,1.08,199,216,151,62,70,95,793,508,31,Adamant,Reckless,,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Onix,1,3,385,1.08,153,70,213,48,104,97,685,504,31,Impish,Rock Head,Leftovers,STANDARD
gen1,1,1000,49,Elite Trainer,Veteran Brock,Rock/Ground,7,7,6,Kabutops,1,2,495,1.08,145,197,135,82,97,142,798,504,31,Adamant,Weak Armor,,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Exeggutor,1,2,530,1.1,222,113,115,213,104,82,849,504,31,Modest,Chlorophyll,Leftovers,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Vileplume,1,2,490,1.1,199,99,159,143,121,83,804,508,31,Bold,Effect Spore,Lum Berry,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Venusaur,1,2,525,1.1,170,100,113,183,132,145,843,504,31,Modest,Chlorophyll,Miracle Seed,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Victreebel,1,2,490,1.1,170,172,93,118,99,147,799,504,31,Jolly,Chlorophyll,Leftovers,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Poliwrath,1,2,510,1.1,194,113,126,147,121,121,822,508,31,Modest,Water Absorb,,STANDARD
gen1,1,1000,51,Gym Trainer 1,Pokémon Ranger,Grass,8,7,6,Gyarados,1,2,540,1.1,220,159,152,79,132,117,859,508,31,Impish,Intimidate,,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Vileplume,1,2,490,1.1,178,99,115,195,121,99,807,504,31,Modest,Effect Spore,Life Orb,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Victreebel,1,2,490,1.1,170,189,93,118,99,134,803,504,31,Adamant,Chlorophyll,Heavy-Duty Boots,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Exeggutor,1,2,530,1.1,187,161,115,213,104,73,853,504,31,Quiet,Chlorophyll,Leftovers,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Venusaur,1,2,525,1.1,205,100,148,132,132,123,840,504,31,Bold,Overgrow,,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Blastoise,1,2,530,1.1,204,101,132,165,137,107,846,504,31,Modest,Torrent,,STANDARD
gen1,1,1000,52,Gym Trainer 2,Pokémon Ranger,Grass,8,7,6,Vaporeon,1,2,525,1.1,260,83,88,195,126,93,845,504,31,Modest,Water Absorb,Black Sludge,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Victreebel,1,2,490,1.1,205,189,94,118,99,99,804,508,31,Adamant,Chlorophyll,Sitrus Berry,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Tangela,1,3,435,1.1,188,73,198,132,68,90,749,508,31,Bold,Regenerator,Eviolite,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Vileplume,1,2,490,1.1,200,99,165,143,122,77,806,508,31,Bold,Effect Spore,Rocky Helmet,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Exeggutor,1,2,530,1.1,221,113,121,159,148,82,844,508,31,Calm,Harvest,Iapapa Berry,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Venusaur,1,2,525,1.1,171,100,113,167,132,159,842,508,31,Timid,Overgrow,Life Orb,STANDARD
gen1,1,1000,53,Gym Leader 8,Erika,Grass,8,7,6,Rapidash,1,2,500,1.1,154,167,100,99,110,189,819,508,31,Jolly,Flash Fire,Choice Band,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Gengar,1,2,500,1.1,148,83,88,200,105,195,819,508,31,Timid,Cursed Body,Black Sludge,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Ivysaur,1,3,405,1.1,183,80,92,159,110,88,712,508,31,Modest,Overgrow,Leftovers,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Weezing,1,2,490,1.1,189,121,171,103,127,88,799,508,31,Careful,Levitate,,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Arbok,1,3,448,1.1,183,177,99,83,108,110,760,508,31,Adamant,Intimidate,,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Venusaur,1,2,525,1.1,171,147,113,118,132,159,840,508,31,Jolly,Overgrow,Life Orb,STANDARD
gen1,1,1000,56,Elite Trainer,Atticus,Poison,8,8,6,Tentacruel,1,2,515,1.1,205,89,94,110,207,132,837,508,31,Calm,Clear Body,Assault Vest,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Wigglytuff,1,3,435,1.1,237,89,106,115,123,71,741,508,31,Calm,Cute Charm,Light Clay,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Clefable,1,2,483,1.1,222,89,150,126,122,88,797,508,31,Bold,Magic Guard,Leftovers,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Mr. Mime,1,3,460,1.1,127,63,93,167,154,171,775,508,31,Timid,Filter,Life Orb,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Charizard,1,2,534,1.1,202,102,107,143,115,183,852,508,31,Timid,Blaze,Heavy-Duty Boots,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Magmar,1,2,495,1.1,181,113,84,182,115,133,808,508,31,Modest,Vital Spirit,Eviolite,STANDARD
gen1,1,1000,57,Elite Trainer,Ortega,Fairy,8,8,6,Victreebel,1,2,490,1.1,170,123,93,167,100,147,800,508,31,Timid,Chlorophyll,,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Golbat,1,3,455,1.1,199,110,143,83,104,125,764,508,31,Impish,Inner Focus,Eviolite,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Jolteon,1,2,525,1.1,189,83,89,195,126,165,847,508,31,Modest,Volt Absorb,Sitrus Berry,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Alakazam,1,2,500,1.1,144,69,71,205,126,207,822,508,31,Timid,Synchronize,Life Orb,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Kabutops,1,2,495,1.1,183,201,138,83,99,110,814,508,31,Adamant,Swift Swim,Assault Vest,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Poliwrath,1,2,510,1.1,216,126,177,99,122,89,829,508,31,Relaxed,Damp,Leftovers,STANDARD
gen1,1,1000,58,Elite Trainer,Shadow Blue,Dark,8,8,6,Muk,1,2,500,1.1,227,189,110,83,132,78,819,508,31,Adamant,Sticky Hold,Black Sludge,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Cloyster,1,2,525,1.14,142,167,229,107,74,152,871,508,31,Jolly,Skill Link,Focus Sash,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Slowbro,1,2,490,1.14,194,108,148,173,102,102,827,508,31,Naive,Oblivious,Life Orb,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Lapras,1,2,535,1.14,270,119,165,107,131,92,884,508,31,Impish,Water Absorb,Rocky Helmet,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Articuno,1,1,580,1.14,223,107,136,131,214,127,938,508,31,Calm,Pressure,Heavy-Duty Boots,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Jynx,1,3,455,1.14,160,71,62,208,131,167,799,508,31,Modest,Oblivious,Expert Belt,STANDARD
gen1,1,1000,60,E1,Lorelei,Ice,9,8,6,Dewgong,1,3,475,1.14,224,102,132,92,164,102,816,508,31,Careful,Thick Fat,Sitrus Berry,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Hitmonlee,1,3,455,1.16,145,219,75,63,150,161,813,504,31,Lonely,Unburden,Liechi Berry,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Poliwrath,1,2,510,1.16,227,133,133,93,167,118,871,508,31,Careful,Damp,Heavy-Duty Boots,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Machamp,1,2,505,1.16,191,231,115,88,122,124,871,508,31,Adamant,No Guard,Flame Orb,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Hitmonchan,1,3,455,1.16,182,199,115,56,150,111,813,508,31,Adamant,Keen Eye,Assault Vest,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Pinsir,1,2,500,1.16,162,225,140,77,104,158,866,508,31,Adamant,Mold Breaker,Choice Band,STANDARD
gen1,1,1000,61,E2,Bruno,Fighting,9,8,6,Onix,1,3,385,1.16,127,112,209,52,75,155,730,508,31,Jolly,Sturdy,Heat Rock,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Vaporeon,1,2,525,1.18,243,100,94,191,121,151,900,508,31,Naive,Water Absorb,Choice Specs,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Muk,1,2,500,1.18,250,147,123,89,184,82,875,508,31,Careful,Sticky Hold,Black Sludge,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Golduck,1,2,500,1.18,187,107,115,173,118,172,872,508,31,Timid,Cloud Nine,Leftovers,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Ninetales,1,2,505,1.18,212,101,130,119,175,141,878,508,31,Calm,Flash Fire,,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Kabutops,1,2,495,1.18,159,215,148,89,106,155,872,508,31,Adamant,Battle Armor,Life Orb,STANDARD
gen1,1,1000,62,E3,Grimsley,Dark,9,8,6,Zapdos,1,1,580,1.18,231,116,136,171,129,184,967,508,31,Timid,Pressure,,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Gyarados,1,2,540,1.2,217,212,118,86,144,160,937,508,31,Jolly,Moxie,Leftovers,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Dragonair,1,3,420,1.2,164,163,102,108,97,160,794,508,31,Naive,Shed Skin,Choice Band,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Dragonite,1,1,600,1.2,200,244,138,129,144,158,1013,508,31,Adamant,Inner Focus,Silk Scarf,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Dragonair,1,3,420,1.2,201,178,103,97,108,108,795,508,31,Adamant,Shed Skin,Black Sludge,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Aerodactyl,1,2,515,1.2,187,206,102,86,114,218,913,508,31,Adamant,Rock Head,Choice Band,STANDARD
gen1,1,1000,63,E4,Lance,Dragon,9,8,6,Flareon,1,2,525,1.2,168,218,86,140,156,152,920,508,31,Hasty,Flash Fire,Choice Scarf,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Magneton,1,3,465,1.23,153,110,141,232,99,137,872,508,31,Rash,Magnet Pull,Choice Specs,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Moltres,1,1,580,1.23,241,132,158,178,137,158,1004,508,31,Timid,Flame Body,Heavy-Duty Boots,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Ninetales,1,2,505,1.23,182,105,116,163,148,205,919,508,31,Timid,Flash Fire,Life Orb,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Snorlax,1,2,540,1.23,311,159,134,93,205,61,963,508,31,Careful,Thick Fat,Leftovers,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Tentacruel,1,2,515,1.23,228,99,137,123,177,164,928,508,31,Timid,Liquid Ooze,Black Sludge,STANDARD
gen1,1,1000,64,Champion,Prof. Kukui,Mixed,9,8,6,Articuno,1,1,580,1.23,242,115,147,141,238,130,1013,508,31,Calm,Pressure,,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Rapidash,1,2,500,1.26,176,191,114,113,126,216,936,508,31,Jolly,Flash Fire,Wide Lens,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Venusaur,1,2,525,1.26,235,161,129,136,151,147,959,508,31,Adamant,Overgrow,Black Sludge,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Omastar,1,2,495,1.26,182,90,183,230,113,134,932,508,31,Modest,Shell Armor,Choice Specs,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Vileplume,1,2,490,1.26,229,113,189,163,139,88,921,508,31,Bold,Effect Spore,Leftovers,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Tauros,1,2,490,1.26,190,191,144,68,113,224,930,508,31,Jolly,Intimidate,Life Orb,STANDARD
gen1,1,1000,65,Rival,Blue,Mixed,9,8,6,Kangaskhan,1,2,490,1.26,267,144,146,68,160,138,923,508,31,Careful,Early Bird,Assault Vest,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Zapdos,1,1,580,1.3,215,143,136,230,128,217,1069,508,31,Naive,Pressure,Choice Specs,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Magneton,1,3,465,1.3,178,93,149,245,117,143,925,508,31,Modest,Sturdy,Leftovers,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Raichu,1,2,485,1.3,176,184,97,143,117,231,948,508,31,Naive,Static,Expert Belt,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Electabuzz,1,2,490,1.3,183,119,100,191,136,223,952,508,31,Timid,Vital Spirit,Choice Scarf,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Electrode,1,2,490,1.3,176,81,117,171,130,288,963,508,31,Timid,Soundproof,Weakness Policy,STANDARD
gen1,1,1000,67,Mystery Figure,Clemont,Electric,9,8,6,Jolteon,1,2,525,1.3,183,98,104,210,149,260,1004,508,31,Timid,Volt Absorb,Sitrus Berry,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,68,Rival,Blue,Mixed,0,0,2,Clauncher,6,4,330,0.75,83,44,50,51,51,41,320,92,1.5,Docile,Mega Launcher,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Dratini,1,4,300,0.8,80,56,40,44,44,44,308,16,0,Serious,Shed Skin,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Bagon,3,4,300,0.8,84,64,52,36,28,44,308,16,0,Docile,Rock Head,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Goomy,6,4,300,0.8,84,44,32,50,64,37,311,44,0,Docile,Sap Sipper,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Deino,5,4,300,0.8,89,56,44,40,44,35,308,24,0,Quirky,Hustle,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Noibat,6,4,245,0.8,80,28,32,40,36,48,264,4,0,Quirky,Frisk,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,1,Basic Trainer,Dragon Tamer,Dragon,0,0,2,Axew,5,4,320,0.8,84,75,52,28,36,50,325,28,0,Bashful,Rivalry,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Drowzee,1,4,328,0.85,111,49,50,39,90,44,383,116,9.17,Impish,Insomnia,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Inkay,6,4,288,0.85,98,60,53,39,46,53,349,144,8.17,Hardy,Contrary,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Happiny,4,4,220,0.85,145,11,12,18,60,35,281,108,7.67,Naive,Natural Cure,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Solosis,5,4,290,0.85,93,31,40,102,51,30,347,108,8.33,Docile,Overcoat,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Gothita,5,4,290,0.85,93,33,50,60,63,53,352,136,8.83,Quirky,Frisk,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,4,Gym Trainer 1,Doctor,Psychic,1,0,2,Woobat,5,4,323,0.85,107,45,45,62,42,74,375,140,7.17,Bashful,Unaware,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,5,Gym Leader 1,Sabrina,Psychic,1,0,2,Smoochum,2,4,305,0.85,90,34,19,85,63,67,358,112,7.17,Hardy,Oblivious,,STANDARD
allgen,1+2+3+4+5+6+7+8+9,1000,5,Gym Leader 1,Sabrina,Psychic,1,0,2,Slowpoke,1,4,315,0.85,136,62,68,41,40,19,366,120,6.83,Docile,Oblivious,,STANDARD
