genKey,seed,eid,eventName,trainer,city,mon,types,nature,natOK,ability,abilHidden,item,hasItem,moveCount,stab,coverage,avgBP,maxBP,status,priority,moves
allgen,1000,68,Rival,Blue,0,Clauncher,Water,Docile,neutral,Mega Launcher,def,,0,4,1,4,70,90,0,0,"U-turn / Water Pulse / Ice Beam / Hidden Power Fire"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Dratini,Dragon,Serious,neutral,Shed Skin,def,,0,4,1,2,105,120,1,0,"Outrage / Surf / Protect / Substitute"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Bagon,Dragon,Docile,neutral,Rock Head,def,,0,4,1,3,86.67,120,1,0,"Dragon Dance / Outrage / Fire Fang / Brick Break"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Goomy,Dragon,Docile,neutral,Sap Sipper,def,,0,4,1,2,90,95,1,0,"Dragon Pulse / Sludge Wave / Rest / Sleep Talk"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Deino,Dark/Dragon,Quirky,neutral,Hustle,def,,0,4,2,4,117.5,150,0,0,"Outrage / Crunch / Head Smash / Superpower"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Noibat,Flying/Dragon,Quirky,neutral,Frisk,def,,0,4,2,3,111.67,130,1,0,"Draco Meteor / Hurricane / Heat Wave / Tailwind"
allgen,1000,1,Basic Trainer,Dragon Tamer,0,Axew,Dragon,Bashful,neutral,Rivalry,def,,0,4,1,3,110,120,1,0,"Dragon Dance / Outrage / Aqua Tail / Superpower"
allgen,1000,4,Gym Trainer 1,Doctor,1,Drowzee,Psychic,Impish,neutral,Insomnia,def,,0,4,2,1,85,90,1,0,"Psychic / Substitute / Wish / Zen Headbutt"
allgen,1000,4,Gym Trainer 1,Doctor,1,Inkay,Dark/Psychic,Hardy,neutral,Contrary,def,,0,4,2,3,85,120,1,0,"Superpower / Knock Off / Psycho Cut / Switcheroo"
allgen,1000,4,Gym Trainer 1,Doctor,1,Happiny,Normal,Naive,opt,Natural Cure,def,,0,4,0,1,90,90,1,0,"Flamethrower / Toxic / Thunder Wave / Heal Bell"
allgen,1000,4,Gym Trainer 1,Doctor,1,Solosis,Psychic,Docile,neutral,Overcoat,def,,0,4,1,3,76.67,90,1,0,"Trick Room / Psychic / Hidden Power Fighting / Shadow Ball"
allgen,1000,4,Gym Trainer 1,Doctor,1,Gothita,Psychic,Quirky,neutral,Frisk,def,,0,4,1,3,76.67,90,1,0,"Psychic / Hidden Power Fighting / Dark Pulse / Calm Mind"
allgen,1000,4,Gym Trainer 1,Doctor,1,Woobat,Psychic/Flying,Bashful,neutral,Unaware,def,,0,4,2,3,63.33,95,1,0,"Air Slash / Stored Power / Heat Wave / Calm Mind"
allgen,1000,5,Gym Leader 1,Sabrina,1,Smoochum,Ice/Psychic,Hardy,neutral,Oblivious,def,,0,4,2,3,86.67,90,1,0,"Ice Beam / Psychic / Shadow Ball / Substitute"
allgen,1000,5,Gym Leader 1,Sabrina,1,Slowpoke,Water/Psychic,Docile,neutral,Oblivious,def,,0,4,1,1,80,80,1,0,"Scald / Thunder Wave / Slack Off / Teleport"
allgen,1000,5,Gym Leader 1,Sabrina,1,Mime Jr.,Psychic/Fairy,Bashful,neutral,Soundproof,def,,0,4,1,4,80,90,0,0,"Psychic / Thunderbolt / Shadow Ball / Hidden Power Fighting"
allgen,1000,5,Gym Leader 1,Sabrina,1,Abra,Psychic,Quirky,neutral,Synchronize,def,,0,4,1,2,120,150,1,0,"Psychic / Focus Punch / Substitute / Protect"
allgen,1000,5,Gym Leader 1,Sabrina,1,Eevee,Normal,Serious,neutral,Run Away,def,,0,4,1,3,53.33,60,0,1,"Return / Quick Attack / Bite / Hidden Power Ground"
allgen,1000,5,Gym Leader 1,Sabrina,1,Exeggcute,Grass/Psychic,Docile,neutral,Chlorophyll,def,,0,4,0,0,0,0,1,0,"Reflect / Light Screen / Sleep Powder / Sunny Day"
allgen,1000,7,Basic Trainer,Doctor,1,Woobat,Psychic/Flying,Serious,neutral,Unaware,def,,0,4,2,3,63.33,95,1,0,"Air Slash / Stored Power / Heat Wave / Calm Mind"
allgen,1000,7,Basic Trainer,Doctor,1,Solosis,Psychic,Docile,neutral,Overcoat,def,,0,4,1,3,76.67,90,1,0,"Trick Room / Psychic / Hidden Power Fighting / Shadow Ball"
allgen,1000,7,Basic Trainer,Doctor,1,Drowzee,Psychic,Serious,neutral,Insomnia,def,,0,4,1,3,76.67,80,1,0,"Trick Room / Zen Headbutt / Fire Punch / Thunder Punch"
allgen,1000,7,Basic Trainer,Doctor,1,Happiny,Normal,Docile,neutral,Natural Cure,def,,0,4,0,1,90,90,1,0,"Thunder Wave / Heal Bell / Light Screen / Flamethrower"
allgen,1000,7,Basic Trainer,Doctor,1,Munna,Psychic,Hardy,neutral,Forewarn,def,,0,4,1,2,85,90,1,0,"Psychic / Shadow Ball / Reflect / Yawn"
allgen,1000,7,Basic Trainer,Doctor,1,Inkay,Dark/Psychic,Serious,neutral,Contrary,def,,0,4,2,3,85,120,1,0,"Superpower / Knock Off / Psycho Cut / Switcheroo"
allgen,1000,8,Basic Trainer,Burglar,1,Charmander,Fire,Hardy,neutral,Blaze,def,,0,4,3,1,110,130,1,0,"Flamethrower / Fire Blast / Overheat / Sunny Day"
allgen,1000,8,Basic Trainer,Burglar,1,Numel,Fire/Ground,Hardy,neutral,Oblivious,def,,0,4,1,2,105,130,1,0,"Overheat / Body Press / Sleep Talk / Stockpile"
allgen,1000,8,Basic Trainer,Burglar,1,Torchic,Fire,Hardy,neutral,Blaze,def,,0,4,1,4,71.25,110,0,1,"Fire Blast / Hidden Power Grass / Rock Slide / Quick Attack"
allgen,1000,8,Basic Trainer,Burglar,1,Vulpix,Fire,Bashful,neutral,Flash Fire,def,,0,4,2,3,95,130,0,0,"Weather Ball / Overheat / Energy Ball / Fire Blast"
allgen,1000,8,Basic Trainer,Burglar,1,Vibrava,Ground/Dragon,Bashful,neutral,Levitate,def,,0,4,2,4,96.25,120,0,0,"Earthquake / Outrage / U-turn / Heat Wave"
allgen,1000,8,Basic Trainer,Burglar,1,Magnemite,Electric/Steel,Quirky,neutral,Magnet Pull,def,,0,4,3,3,75,90,0,0,"Thunderbolt / Flash Cannon / Hidden Power Fighting / Volt Switch"
allgen,1000,10,Gym Trainer 1,Channeler,2,Haunter,Ghost/Poison,Bashful,neutral,Levitate,def,Chesto Berry,1,4,2,2,85,90,1,0,"Shadow Ball / Sludge Bomb / Substitute / Pain Split"
allgen,1000,10,Gym Trainer 1,Channeler,2,Gastly,Ghost/Poison,Timid,opt,Levitate,def,Aspear Berry,1,4,1,1,80,80,1,0,"Trick / Shadow Ball / Will-O-Wisp / Substitute"
allgen,1000,10,Gym Trainer 1,Channeler,2,Misdreavus,Ghost,Bold,neutral,Levitate,def,Sitrus Berry,1,4,1,1,80,80,1,0,"Will-O-Wisp / Shadow Ball / Pain Split / Perish Song"
allgen,1000,10,Gym Trainer 1,Channeler,2,Kingler,Water,Jolly,opt,Hyper Cutter,def,,0,4,1,4,93.75,120,0,0,"Crabhammer / X-Scissor / Rock Slide / Superpower"
allgen,1000,10,Gym Trainer 1,Channeler,2,Natu,Psychic/Flying,Bold,neutral,Synchronize,def,Rawst Berry,1,4,1,2,80,90,1,0,"Psychic / U-turn / Thunder Wave / Roost"
allgen,1000,10,Gym Trainer 1,Channeler,2,Cubone,Ground,Jolly,opt,Rock Head,def,Pecha Berry,1,4,1,3,98.33,120,1,0,"Earthquake / Double-Edge / Fire Punch / Substitute"
allgen,1000,11,Gym Leader 2,Morty,2,Misdreavus,Ghost,Quirky,neutral,Levitate,def,,0,4,1,1,80,80,1,0,"Will-O-Wisp / Shadow Ball / Pain Split / Taunt"
allgen,1000,11,Gym Leader 2,Morty,2,Lampent,Ghost/Fire,Docile,neutral,Flash Fire,def,Aspear Berry,1,4,2,2,95,110,1,0,"Trick Room / Fire Blast / Shadow Ball / Memento"
allgen,1000,11,Gym Leader 2,Morty,2,Haunter,Ghost/Poison,Docile,neutral,Levitate,def,Lum Berry,1,4,2,2,145,250,1,0,"Sludge Wave / Sludge Bomb / Explosion / Nasty Plot"
allgen,1000,11,Gym Leader 2,Morty,2,Drifloon,Ghost/Flying,Quirky,neutral,Aftermath,def,Chesto Berry,1,4,1,2,70,80,1,0,"Calm Mind / Shadow Ball / Hidden Power Fighting / Substitute"
allgen,1000,11,Gym Leader 2,Morty,2,Dusclops,Ghost,Docile,neutral,Pressure,def,Chesto Berry,1,4,1,4,63.75,100,0,1,"Power-Up Punch / Earthquake / Ice Punch / Shadow Sneak"
allgen,1000,11,Gym Leader 2,Morty,2,Rotom,Electric/Ghost,Serious,neutral,Levitate,def,Sitrus Berry,1,4,3,2,71.67,80,1,0,"Hex / Will-O-Wisp / Volt Switch / Shadow Ball"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Zweilous,Dark/Dragon,Docile,neutral,Hustle,def,,0,4,2,2,70,80,1,0,"Crunch / Dragon Tail / Rest / Toxic"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Cacturne,Grass/Dark,Bashful,neutral,Sand Veil,def,Lum Berry,1,4,1,2,120,150,0,0,"Energy Ball / Focus Punch / Superpower / Focus Blast"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Krokorok,Ground/Dark,Quirky,neutral,Intimidate,def,Soft Sand,1,4,2,3,85,100,1,0,"Earthquake / Aqua Tail / Taunt / Knock Off"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Crawdaunt,Water/Dark,Docile,neutral,Hyper Cutter,def,Sitrus Berry,1,4,2,2,103.33,120,1,0,"Crabhammer / Close Combat / Toxic / Surf"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Skuntank,Poison/Dark,Serious,neutral,Aftermath,alt,Sitrus Berry,1,4,1,3,83.33,110,1,0,"Dark Pulse / Fire Blast / Hidden Power Grass / Defog"
allgen,1000,14,Basic Trainer,Triathlete F Biker,2,Purrloin,Dark,Hardy,neutral,Limber,def,,0,4,1,2,67.5,70,1,0,"Encore / U-turn / Knock Off / Taunt"
allgen,1000,15,Basic Trainer,Boarder,2,Frosmoth,Ice/Bug,Calm,neutral,Shield Dust,def,Sitrus Berry,1,4,1,3,91.67,110,1,0,"Ice Beam / Giga Drain / Substitute / Hurricane"
allgen,1000,15,Basic Trainer,Boarder,2,Spheal,Ice/Water,Docile,neutral,Ice Body,alt,,0,4,0,0,0,0,1,0,"Snowscape / Protect / Super Fang / Toxic"
allgen,1000,15,Basic Trainer,Boarder,2,Mr. Mime-Galar,Ice/Psychic,Bashful,neutral,Vital Spirit,def,Twisted Spoon,1,4,1,4,95,120,0,0,"Psychic / Thunderbolt / Focus Blast / Dazzling Gleam"
allgen,1000,15,Basic Trainer,Boarder,2,Amaura,Rock/Ice,Docile,neutral,Refrigerate,def,Hard Stone,1,4,1,3,96.67,110,1,0,"Aurora Veil / Blizzard / Thunderbolt / Earth Power"
allgen,1000,15,Basic Trainer,Boarder,2,Crabominable,Fighting/Ice,Bashful,neutral,Iron Fist,alt,,0,4,2,4,87.5,100,0,0,"Drain Punch / Ice Hammer / Earthquake / Thunder Punch"
allgen,1000,15,Basic Trainer,Boarder,2,Sandshrew-Alola,Ice/Steel,Careful,neutral,Snow Cloak,def,,0,4,3,3,76.25,100,0,1,"Iron Head / Earthquake / Icicle Crash / Ice Shard"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Grookey,Grass,Jolly,opt,Overgrow,def,Miracle Seed,1,4,1,3,63.33,70,1,0,"Grassy Glide / Knock Off / U-turn / Protect"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Petilil,Grass,Docile,neutral,Own Tempo,alt,Miracle Seed,1,4,1,2,67.5,75,1,0,"Sunny Day / Giga Drain / Hidden Power Fire / Sleep Powder"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Shroomish,Grass,Quirky,neutral,Effect Spore,def,,0,4,1,2,90,90,1,0,"Energy Ball / Sludge Bomb / Substitute / Synthesis"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Shiinotic,Grass/Fairy,Hardy,neutral,Illuminate,def,,0,4,1,2,77.5,95,1,0,"Moonblast / Hidden Power Fire / Leech Seed / Spore"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Applin,Grass/Dragon,Hardy,neutral,Ripen,def,,0,4,2,1,107.5,130,1,0,"Draco Meteor / Leech Seed / Recover / Dragon Pulse"
allgen,1000,17,Gym Trainer 1,Pokémon Ranger F,3,Seedot,Grass,Serious,neutral,Early Bird,alt,,0,4,1,2,185,250,1,0,"Growth / Solar Beam / Explosion / Sunny Day"
allgen,1000,18,Gym Leader 3,Brassius,3,Sawsbuck,Normal/Grass,Quirky,neutral,Chlorophyll,def,Lum Berry,1,4,2,3,105,120,1,0,"Double-Edge / Horn Leech / Megahorn / Swords Dance"
allgen,1000,18,Gym Leader 3,Brassius,3,Petilil,Grass,Timid,opt,Own Tempo,alt,,0,4,1,2,67.5,75,1,0,"Giga Drain / Sleep Powder / Healing Wish / Hidden Power Ice"
allgen,1000,18,Gym Leader 3,Brassius,3,Skiddo,Grass,Adamant,opt,Sap Sipper,def,,0,4,1,2,75,75,1,0,"Bulk Up / Horn Leech / Rock Slide / Milk Drink"
allgen,1000,18,Gym Leader 3,Brassius,3,Toedscool,Ground/Grass,Timid,opt,Mycelium Might,def,,0,4,2,4,70,90,0,0,"Rapid Spin / Knock Off / Earth Power / Giga Drain"
allgen,1000,18,Gym Leader 3,Brassius,3,Lombre,Water/Grass,Modest,opt,Swift Swim,def,,0,4,1,2,115,120,1,0,"Hydro Pump / Grass Knot / Rain Dance / Focus Blast"
allgen,1000,18,Gym Leader 3,Brassius,3,Breloom,Grass/Fighting,Bashful,neutral,Effect Spore,def,Black Belt,1,4,2,2,73.33,120,1,1,"Spore / Mach Punch / Bulldoze / Close Combat"
allgen,1000,12,Rival,Blue,3,Graveler,Rock/Ground,Bashful,neutral,Rock Head,def,Soft Sand,1,4,2,3,150,250,1,0,"Stealth Rock / Stone Edge / Earthquake / Explosion"
allgen,1000,12,Rival,Blue,3,Vigoroth,Normal,Bashful,neutral,Vital Spirit,def,Silk Scarf,1,4,2,3,110,150,0,0,"Double-Edge / Facade / Focus Punch / Earthquake"
allgen,1000,12,Rival,Blue,3,Bidoof,Normal,Careful,neutral,Simple,def,,0,4,1,2,65,90,1,1,"Curse / Return / Quick Attack / Aqua Tail"
allgen,1000,12,Rival,Blue,3,Chansey,Normal,Bold,opt,Natural Cure,def,,0,4,0,0,0,0,1,0,"Stealth Rock / Soft-Boiled / Seismic Toss / Toxic"
allgen,1000,12,Rival,Blue,3,Oricorio-Sensu,Ghost/Flying,Hardy,neutral,Dancer,def,,0,4,0,1,40,40,1,1,"Tackle / Growl / Leer / Quick Attack"
allgen,1000,12,Rival,Blue,3,Clamperl,Water,Bashful,neutral,Shell Armor,def,,0,4,1,2,75,90,1,0,"Rest / Sleep Talk / Surf / Hidden Power Electric"
allgen,1000,20,Basic Trainer,Veteran F,3,Swablu,Normal/Flying,Hardy,neutral,Natural Cure,def,,0,4,1,1,90,90,1,0,"Hyper Voice / Protect / Toxic / Roost"
allgen,1000,20,Basic Trainer,Veteran F,3,Tyrunt,Rock/Dragon,Quirky,neutral,Strong Jaw,def,,0,4,1,3,76.67,120,1,0,"Dragon Dance / Rock Blast / Psychic Fangs / Close Combat"
allgen,1000,20,Basic Trainer,Veteran F,3,Gabite,Dragon/Ground,Bashful,neutral,Sand Veil,def,,0,4,2,4,107.5,120,0,0,"Outrage / Earthquake / Fire Blast / Stone Edge"
allgen,1000,20,Basic Trainer,Veteran F,3,Sliggoo,Dragon,Hardy,neutral,Sap Sipper,def,,0,4,1,4,100,130,0,0,"Draco Meteor / Sludge Bomb / Thunderbolt / Ice Beam"
allgen,1000,20,Basic Trainer,Veteran F,3,Zweilous,Dark/Dragon,Hardy,neutral,Hustle,def,,0,4,1,1,80,80,1,0,"Rest / Sleep Talk / Roar / Crunch"
allgen,1000,20,Basic Trainer,Veteran F,3,Fraxure,Dragon,Serious,neutral,Mold Breaker,alt,,0,4,1,2,120,120,1,0,"Swords Dance / Outrage / Superpower / Taunt"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Swoobat,Psychic/Flying,Docile,neutral,Unaware,def,,0,4,1,2,78.33,90,1,0,"Psychic / Signal Beam / U-turn / Trick"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Gothita,Psychic,Hardy,neutral,Frisk,def,Twisted Spoon,1,4,1,4,87.5,90,0,0,"Psychic / Thunderbolt / Energy Ball / Dark Pulse"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Indeedee-F,Psychic/Normal,Timid,opt,Own Tempo,def,,0,4,1,3,78.33,80,1,0,"Expanding Force / Mystical Fire / Dazzling Gleam / Follow Me"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Abra,Psychic,Serious,neutral,Synchronize,def,,0,4,1,3,110,150,1,0,"Psychic / Focus Punch / Substitute / Energy Ball"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Gothorita,Psychic,Serious,neutral,Frisk,def,,0,4,0,0,0,0,1,0,"Charm / Confide / Taunt / Rest"
allgen,1000,21,Basic Trainer,Hex Maniac JPN,3,Veluza,Water/Psychic,Bashful,neutral,Mold Breaker,def,Sitrus Berry,1,4,3,2,60,70,1,1,"Fillet Away / Aqua Cutter / Psycho Cut / Aqua Jet"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Wurmple,Bug,Hardy,neutral,Shield Dust,def,,0,4,0,1,40,40,1,1,"Tackle / Growl / Leer / Quick Attack"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Parasect,Bug/Grass,Adamant,opt,Effect Spore,def,,0,4,2,4,75,80,0,0,"Leech Life / Seed Bomb / Brick Break / Knock Off"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Joltik,Bug/Electric,Naive,opt,Compound Eyes,def,Magnet,1,4,3,3,83.75,90,0,0,"Thunderbolt / Giga Drain / Bug Buzz / Discharge"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Venonat,Bug/Poison,Docile,neutral,Compound Eyes,def,Silk Scarf,1,4,2,4,82.5,90,0,0,"Sludge Bomb / Signal Beam / Psychic / Giga Drain"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Wormadam-Sandy,Bug/Ground,Careful,neutral,Anticipation,def,,0,4,1,3,65,100,1,1,"Earthquake / Toxic / Sucker Punch / Rock Blast"
allgen,1000,23,Gym Trainer 1,Lab Rat,4,Surskit,Bug/Water,Serious,neutral,Swift Swim,def,Mystic Water,1,4,1,4,85,110,0,0,"Hydro Pump / Ice Beam / Giga Drain / Psybeam"
allgen,1000,24,Gym Leader 4,Burgh,4,Galvantula,Bug/Electric,Timid,opt,Compound Eyes,def,,0,4,2,1,90,110,1,0,"Thunder / Thunder Wave / Volt Switch / Sticky Web"
allgen,1000,24,Gym Leader 4,Burgh,4,Dwebble,Bug/Rock,Jolly,opt,Shell Armor,alt,,0,4,1,2,45,65,1,0,"Stealth Rock / Spikes / Knock Off / Rock Blast"
allgen,1000,24,Gym Leader 4,Burgh,4,Swadloon,Bug/Grass,Timid,opt,Leaf Guard,def,,0,4,2,2,110,130,1,0,"Sticky Web / Leaf Storm / Sunny Day / Bug Buzz"
allgen,1000,24,Gym Leader 4,Burgh,4,Larvesta,Bug/Fire,Adamant,opt,Flame Body,def,,0,4,2,2,95,120,1,0,"Flare Blitz / U-turn / Morning Sun / Will-O-Wisp"
allgen,1000,24,Gym Leader 4,Burgh,4,Wormadam-Sandy,Bug/Ground,Impish,neutral,Anticipation,def,,0,4,1,1,100,100,1,0,"Rest / Sleep Talk / Earthquake / Toxic"
allgen,1000,24,Gym Leader 4,Burgh,4,Wormadam-Trash,Bug/Steel,Relaxed,neutral,Anticipation,def,,0,3,0,1,90,90,1,0,"Stealth Rock / Psychic / Protect"
allgen,1000,26,Basic Trainer,Sage,4,Braixen,Fire,Timid,opt,Blaze,def,,0,4,2,2,96.67,110,1,0,"Calm Mind / Flamethrower / Psychic / Fire Blast"
allgen,1000,26,Basic Trainer,Sage,4,Meowstic-F,Psychic,Timid,opt,Keen Eye,def,,0,4,2,2,83.33,90,1,0,"Psychic / Psyshock / Shadow Ball / Calm Mind"
allgen,1000,26,Basic Trainer,Sage,4,Servine,Grass,Impish,BAD,Overgrow,def,Miracle Seed,1,4,1,1,130,130,1,0,"Leaf Storm / Taunt / Leech Seed / Synthesis"
allgen,1000,26,Basic Trainer,Sage,4,Lumineon,Water,Bold,BAD,Storm Drain,alt,,0,4,1,2,75,80,1,0,"Defog / Scald / U-turn / Toxic"
allgen,1000,26,Basic Trainer,Sage,4,Gothorita,Psychic,Calm,neutral,Frisk,def,,0,4,1,1,90,90,1,0,"Psychic / Charm / Confide / Rest"
allgen,1000,26,Basic Trainer,Sage,4,Shellos,Water,Timid,opt,Storm Drain,alt,Mystic Water,1,4,1,4,82.5,90,0,0,"Surf / Ice Beam / Earth Power / Hidden Power Electric"
allgen,1000,27,Basic Trainer,Roughneck,4,Zweilous,Dark/Dragon,Careful,neutral,Hustle,def,,0,4,1,1,80,80,1,0,"Rest / Sleep Talk / Crunch / Roar"
allgen,1000,27,Basic Trainer,Roughneck,4,Vullaby,Dark/Flying,Docile,neutral,Big Pecks,def,,0,4,2,3,85,120,1,0,"Brave Bird / Knock Off / U-turn / Roost"
allgen,1000,27,Basic Trainer,Roughneck,4,Crawdaunt,Water/Dark,Careful,neutral,Hyper Cutter,def,,0,4,2,2,103.33,120,1,0,"Crabhammer / Double-Edge / Substitute / Surf"
allgen,1000,27,Basic Trainer,Roughneck,4,Skuntank,Poison/Dark,Serious,neutral,Aftermath,alt,Sitrus Berry,1,4,1,3,83.33,110,1,0,"Dark Pulse / Fire Blast / Hidden Power Grass / Defog"
allgen,1000,27,Basic Trainer,Roughneck,4,Cacturne,Grass/Dark,Mild,opt,Sand Veil,def,Miracle Seed,1,4,3,2,80,90,1,1,"Spikes / Dark Pulse / Sucker Punch / Energy Ball"
allgen,1000,27,Basic Trainer,Roughneck,4,Stunky,Poison/Dark,Adamant,opt,Stench,def,Lum Berry,1,4,2,3,142.5,250,0,0,"Gunk Shot / Sludge Bomb / Explosion / Fire Blast"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Arrokuda,Water,Jolly,opt,Swift Swim,def,Sitrus Berry,1,4,2,2,76.67,85,1,0,"Liquidation / Flip Turn / Rain Dance / Psychic Fangs"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Marill,Water/Fairy,Impish,neutral,Thick Fat,def,Leftovers,1,4,3,3,71.25,90,0,1,"Waterfall / Play Rough / Aqua Jet / Ice Punch"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Lotad,Water/Grass,Timid,opt,Swift Swim,def,Wise Glasses,1,4,2,3,90,90,1,0,"Surf / Energy Ball / Ice Beam / Rain Dance"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Kingler,Water,Jolly,opt,Sheer Force,H,,0,4,1,2,82.5,85,1,0,"Agility / Swords Dance / Liquidation / X-Scissor"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Quagsire,Water/Ground,Relaxed,neutral,Unaware,H,,0,4,2,2,90,100,1,0,"Scald / Earthquake / Recover / Toxic"
allgen,1000,29,Gym Trainer 1,Swimmer F,5,Qwilfish,Water/Poison,Naive,opt,Poison Point,def,Wise Glasses,1,4,1,3,155,250,0,0,"Gunk Shot / Explosion / Self-Destruct / Payback"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Wingull,Water/Flying,Modest,opt,Keen Eye,def,Muscle Band,1,4,1,2,90,90,1,0,"Surf / Ice Beam / Substitute / Protect"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Arrokuda,Water,Jolly,opt,Swift Swim,def,Sitrus Berry,1,4,2,2,75,85,1,0,"Liquidation / Flip Turn / Rain Dance / Crunch"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Marill,Water/Fairy,Impish,neutral,Thick Fat,def,Mystic Water,1,4,3,3,71.25,90,0,1,"Play Rough / Waterfall / Aqua Jet / Ice Punch"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Lotad,Water/Grass,Modest,opt,Swift Swim,def,Eviolite,1,4,2,3,85,90,1,0,"Surf / Giga Drain / Ice Beam / Rain Dance"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Wooper,Water/Ground,Impish,neutral,Water Absorb,alt,Oran Berry,1,4,1,2,87.5,100,1,0,"Earthquake / Ice Punch / Toxic / Recover"
allgen,1000,30,Gym Trainer 2,Triathlete Swimmer,5,Barboach,Water/Ground,Naive,opt,Oblivious,def,Leftovers,1,4,1,4,92.5,120,0,0,"Earthquake / Double-Edge / Bounce / Spark"
allgen,1000,31,Gym Leader 5,Nessa,5,Golisopod,Bug/Water,Impish,neutral,Emergency Exit,def,Assault Vest,1,4,1,4,77.5,80,0,1,"Drill Run / Leech Life / Sucker Punch / Poison Jab"
allgen,1000,31,Gym Leader 5,Nessa,5,Arrokuda,Water,Jolly,opt,Swift Swim,def,,0,4,2,2,76.67,85,1,0,"Liquidation / Flip Turn / Rain Dance / Psychic Fangs"
allgen,1000,31,Gym Leader 5,Nessa,5,Pelipper,Water/Flying,Bold,neutral,Keen Eye,def,Leftovers,1,4,1,2,75,90,1,0,"Surf / Hidden Power Grass / Roost / Toxic"
allgen,1000,31,Gym Leader 5,Nessa,5,Toxapex,Poison/Water,Bold,neutral,Regenerator,H,Black Sludge,1,4,1,1,80,80,1,0,"Scald / Recover / Toxic Spikes / Baneful Bunker"
allgen,1000,31,Gym Leader 5,Nessa,5,Drednaw,Water/Rock,Jolly,opt,Strong Jaw,def,Sitrus Berry,1,4,2,3,101.67,120,1,0,"Liquidation / Stone Edge / Superpower / Shell Smash"
allgen,1000,31,Gym Leader 5,Nessa,5,Poliwhirl,Water,Calm,neutral,Damp,alt,,0,4,1,1,90,90,1,0,"Surf / Encore / Toxic / Protect"
allgen,1000,33,Basic Trainer,Hiker,5,Graveler,Rock/Ground,Adamant,opt,Rock Head,def,Soft Sand,1,4,2,3,150,250,1,0,"Earthquake / Stone Edge / Explosion / Toxic"
allgen,1000,33,Basic Trainer,Hiker,5,Omanyte,Rock/Water,Naive,opt,Swift Swim,def,Sitrus Berry,1,4,1,4,88.75,110,0,0,"Hydro Pump / Earth Power / Ice Beam / Knock Off"
allgen,1000,33,Basic Trainer,Hiker,5,Onix,Rock/Ground,Careful,neutral,Sturdy,alt,Eviolite,1,4,2,3,86.67,100,1,0,"Stealth Rock / Dragon Tail / Stone Edge / Earthquake"
allgen,1000,33,Basic Trainer,Hiker,5,Kabuto,Rock/Water,Naughty,opt,Battle Armor,alt,Hard Stone,1,4,3,3,71.25,90,0,1,"Waterfall / Rock Slide / Earth Power / Aqua Jet"
allgen,1000,33,Basic Trainer,Hiker,5,Dwebble,Bug/Rock,Adamant,opt,Sturdy,def,Silver Powder,1,4,1,2,100,100,1,0,"Stone Edge / Earthquake / Toxic / Substitute"
allgen,1000,33,Basic Trainer,Hiker,5,Archen,Rock/Flying,Jolly,opt,Defeatist,def,Berry Juice,1,4,2,3,91.67,150,1,0,"Head Smash / Acrobatics / U-turn / Stealth Rock"
allgen,1000,34,Elite Trainer,Veteran Giovanni,5,Rhyperior,Ground/Rock,Adamant,opt,Solid Rock,alt,Leftovers,1,4,1,2,110,120,1,0,"Stealth Rock / Earthquake / Megahorn / Swords Dance"
